Well,Content,Raw Data (600),
L19,Sample X283,0.114,
L20,Sample X284,0.107,
L21,Sample X285,0.114,
L22,Sample X286,0.104,
L23,Sample X287,0.444,
L24,Sample X288,0.412,
M01,Sample X289,0.418,
M02,Sample X290,0.406,
M03,Sample X291,0.107,
M04,Sample X292,0.103,
M05,Sample X293,0.101,
M06,Sample X294,0.110,
M07,Sample X295,0.117,
M08,Sample X296,0.111,
M09,Sample X297,0.109,
M10,Sample X298,0.108,
M11,Sample X299,0.103,
M12,Sample X300,0.104,
M13,Sample X301,0.097,
M14,Sample X302,0.171,
M15,Sample X303,0.110,
M16,Sample X304,0.100,
M17,Sample X305,0.108,
M18,Sample X306,0.098,
M19,Sample X307,0.109,
M20,Sample X308,0.106,
M21,Sample X309,0.123,
M22,Sample X310,0.100,
M23,Sample X311,0.302,
M24,Sample X312,0.413,
N01,Sample X313,0.411,
N02,Sample X314,0.432,
N03,Sample X315,0.128,
N04,Sample X316,0.107,
N05,Sample X317,0.105,
N06,Sample X318,0.103,
N07,Sample X319,0.116,
N08,Sample X320,0.119,
N09,Sample X321,0.130,
N10,Sample X322,0.108,
N11,Sample X323,0.114,
N12,Sample X324,0.109,
N13,Sample X325,0.103,
N14,Sample X326,0.109,
N15,Sample X327,0.106,
N16,Sample X328,0.108,
N17,Sample X329,0.109,
N18,Sample X330,0.109,
N19,Sample X331,0.112,
N20,Sample X332,0.093,
N21,Sample X333,0.106,
N22,Sample X334,0.108,
N23,Sample X335,0.368,
N24,Sample X336,0.511,
O01,Sample X337,0.544,
O02,Sample X338,0.463,
O03,Sample X339,0.123,
O04,Sample X340,0.102,
O05,Sample X341,0.112,
O06,Sample X342,0.111,
O07,Sample X343,0.106,
O08,Sample X344,0.104,
O09,Sample X345,0.140,
O10,Sample X346,0.110,
O11,Sample X347,0.111,
O12,Sample X348,0.104,
O13,Sample X349,0.103,
O14,Sample X350,0.111,
O15,Sample X351,0.135,
O16,Sample X352,0.113,
O17,Sample X353,0.112,
O18,Sample X354,0.115,
O19,Sample X355,0.114,
O20,Sample X356,0.111,
O21,Sample X357,0.111,
O22,Sample X358,0.109,
O23,Sample X359,0.387,
O24,Sample X360,0.387,
P01,Sample X361,0.463,
P02,Sample X362,0.435,
P03,Sample X363,0.126,
P04,Sample X364,0.132,
P05,Sample X365,0.123,
P06,Sample X366,0.116,
P07,Sample X367,0.137,
P08,Sample X368,0.131,
P09,Sample X369,0.163,
P10,Sample X370,0.135,
P11,Sample X371,0.131,
P12,Sample X372,0.132,
P13,Sample X373,0.124,
P14,Sample X374,0.136,
P15,Sample X375,0.122,
P16,Sample X376,0.130,
P17,Sample X377,0.125,
P18,Sample X378,0.135,
P19,Sample X379,0.140,
P20,Sample X380,0.116,
P21,Sample X381,0.133,
P22,Sample X382,0.121,
P23,Sample X383,0.411,
P24,Sample X384,0.453,
