Well,Content,Raw Data (600),
D22,Sample X94,0.055,
D23,Sample X95,0.054,
D24,Sample X96,0.049,
E01,Sample X97,0.049,
E02,Sample X98,0.051,
E03,Sample X99,0.050,
E04,Sample X100,0.055,
E05,Sample X101,0.058,
E06,Sample X102,0.054,
E07,Sample X103,0.054,
E08,Sample X104,0.059,
E09,Sample X105,0.055,
E10,Sample X106,0.055,
E11,Sample X107,0.055,
E12,Sample X108,0.050,
E13,Sample X109,0.052,
E14,Sample X110,0.060,
E15,Sample X111,0.053,
E16,Sample X112,0.052,
E17,Sample X113,0.055,
E18,Sample X114,0.052,
E19,Sample X115,0.052,
E20,Sample X116,0.051,
E21,Sample X117,0.058,
E22,Sample X118,0.050,
E23,Sample X119,0.054,
E24,Sample X120,0.054,
F01,Sample X121,0.049,
F02,Sample X122,0.050,
F03,Sample X123,0.053,
F04,Sample X124,0.056,
F05,Sample X125,0.054,
F06,Sample X126,0.052,
F07,Sample X127,0.052,
F08,Sample X128,0.058,
F09,Sample X129,0.057,
F10,Sample X130,0.051,
F11,Sample X131,0.052,
F12,Sample X132,0.054,
F13,Sample X133,0.055,
F14,Sample X134,0.057,
F15,Sample X135,0.068,
F16,Sample X136,0.054,
F17,Sample X137,0.052,
F18,Sample X138,0.057,
F19,Sample X139,0.058,
F20,Sample X140,0.055,
F21,Sample X141,0.059,
F22,Sample X142,0.055,
F23,Sample X143,0.055,
F24,Sample X144,0.052,
G01,Sample X145,0.045,
G02,Sample X146,0.049,
G03,Sample X147,0.059,
G04,Sample X148,0.050,
G05,Sample X149,0.051,
G06,Sample X150,0.051,
G07,Sample X151,0.053,
G08,Sample X152,0.057,
G09,Sample X153,0.052,
G10,Sample X154,0.053,
G11,Sample X155,0.053,
G12,Sample X156,0.053,
G13,Sample X157,0.051,
G14,Sample X158,0.055,
G15,Sample X159,0.048,
G16,Sample X160,0.051,
G17,Sample X161,0.050,
G18,Sample X162,0.056,
G19,Sample X163,0.061,
G20,Sample X164,0.056,
G21,Sample X165,0.051,
G22,Sample X166,0.053,
G23,Sample X167,0.051,
G24,Sample X168,0.098,
H01,Sample X169,0.050,
H02,Sample X170,0.049,
H03,Sample X171,0.053,
H04,Sample X172,0.054,
H05,Sample X173,0.053,
H06,Sample X174,0.053,
H07,Sample X175,0.054,
H08,Sample X176,0.057,
H09,Sample X177,0.052,
H10,Sample X178,0.056,
H11,Sample X179,0.054,
H12,Sample X180,0.057,
H13,Sample X181,0.053,
H14,Sample X182,0.056,
H15,Sample X183,0.054,
H16,Sample X184,0.059,
H17,Sample X185,0.052,
H18,Sample X186,0.053,
H19,Sample X187,0.054,
H20,Sample X188,0.058,
H21,Sample X189,0.052,
H22,Sample X190,0.052,
H23,Sample X191,0.054,
H24,Sample X192,0.049,
I01,Sample X193,0.045,
I02,Sample X194,0.052,
I03,Sample X195,0.051,
I04,Sample X196,0.051,
I05,Sample X197,0.053,
I06,Sample X198,0.050,
I07,Sample X199,0.052,
I08,Sample X200,0.053,
I09,Sample X201,0.052,
I10,Sample X202,0.054,
I11,Sample X203,0.052,
I12,Sample X204,0.056,
I13,Sample X205,0.053,
I14,Sample X206,0.071,
I15,Sample X207,0.056,
I16,Sample X208,0.051,
I17,Sample X209,0.055,
I18,Sample X210,0.053,
I19,Sample X211,0.053,
I20,Sample X212,0.055,
I21,Sample X213,0.055,
I22,Sample X214,0.055,
I23,Sample X215,0.057,
I24,Sample X216,0.053,
J01,Sample X217,0.050,
J02,Sample X218,0.051,
J03,Sample X219,0.051,
J04,Sample X220,0.050,
J05,Sample X221,0.056,
J06,Sample X222,0.054,
J07,Sample X223,0.052,
J08,Sample X224,0.053,
J09,Sample X225,0.053,
J10,Sample X226,0.054,
J11,Sample X227,0.053,
J12,Sample X228,0.056,
J13,Sample X229,0.052,
J14,Sample X230,0.055,
J15,Sample X231,0.058,
J16,Sample X232,0.064,
J17,Sample X233,0.052,
J18,Sample X234,0.055,
J19,Sample X235,0.057,
J20,Sample X236,0.057,
J21,Sample X237,0.055,
J22,Sample X238,0.050,
J23,Sample X239,0.055,
J24,Sample X240,0.052,
K01,Sample X241,0.048,
K02,Sample X242,0.057,
K03,Sample X243,0.051,
K04,Sample X244,0.052,
K05,Sample X245,0.054,
K06,Sample X246,0.053,
K07,Sample X247,0.053,
K08,Sample X248,0.056,
K09,Sample X249,0.053,
K10,Sample X250,0.056,
K11,Sample X251,0.055,
K12,Sample X252,0.055,
K13,Sample X253,0.054,
K14,Sample X254,0.054,
K15,Sample X255,0.056,
K16,Sample X256,0.058,
K17,Sample X257,0.054,
K18,Sample X258,0.058,
K19,Sample X259,0.053,
K20,Sample X260,0.069,
K21,Sample X261,0.050,
K22,Sample X262,0.052,
K23,Sample X263,0.055,
K24,Sample X264,0.058,
L01,Sample X265,0.052,
L02,Sample X266,0.055,
L03,Sample X267,0.051,
L04,Sample X268,0.049,
L05,Sample X269,0.052,
L06,Sample X270,0.049,
L07,Sample X271,0.059,
L08,Sample X272,0.052,
L09,Sample X273,0.056,
L10,Sample X274,0.058,
L11,Sample X275,0.055,
L12,Sample X276,0.053,
L13,Sample X277,0.056,
L14,Sample X278,0.053,
L15,Sample X279,0.059,
L16,Sample X280,0.058,
L17,Sample X281,0.051,
L18,Sample X282,0.054,
L19,Sample X283,0.053,
L20,Sample X284,0.049,
L21,Sample X285,0.054,
L22,Sample X286,0.053,
L23,Sample X287,0.083,
L24,Sample X288,0.057,
M01,Sample X289,0.052,
M02,Sample X290,0.055,
M03,Sample X291,0.049,
M04,Sample X292,0.050,
M05,Sample X293,0.050,
M06,Sample X294,0.053,
M07,Sample X295,0.052,
M08,Sample X296,0.051,
M09,Sample X297,0.053,
M10,Sample X298,0.053,
M11,Sample X299,0.054,
M12,Sample X300,0.051,
M13,Sample X301,0.055,
M14,Sample X302,0.115,
M15,Sample X303,0.058,
M16,Sample X304,0.053,
M17,Sample X305,0.054,
M18,Sample X306,0.051,
M19,Sample X307,0.053,
M20,Sample X308,0.053,
M21,Sample X309,0.051,
M22,Sample X310,0.049,
M23,Sample X311,0.049,
M24,Sample X312,0.051,
N01,Sample X313,0.051,
N02,Sample X314,0.051,
N03,Sample X315,0.054,
N04,Sample X316,0.052,
N05,Sample X317,0.053,
N06,Sample X318,0.051,
N07,Sample X319,0.062,
N08,Sample X320,0.053,
N09,Sample X321,0.064,
N10,Sample X322,0.051,
N11,Sample X323,0.053,
N12,Sample X324,0.049,
N13,Sample X325,0.053,
N14,Sample X326,0.053,
N15,Sample X327,0.053,
N16,Sample X328,0.054,
N17,Sample X329,0.054,
N18,Sample X330,0.052,
N19,Sample X331,0.054,
N20,Sample X332,0.052,
N21,Sample X333,0.053,
N22,Sample X334,0.054,
N23,Sample X335,0.053,
N24,Sample X336,0.047,
O01,Sample X337,0.049,
O02,Sample X338,0.049,
O03,Sample X339,0.048,
O04,Sample X340,0.049,
O05,Sample X341,0.051,
O06,Sample X342,0.048,
O07,Sample X343,0.050,
O08,Sample X344,0.048,
O09,Sample X345,0.077,
O10,Sample X346,0.052,
O11,Sample X347,0.053,
O12,Sample X348,0.048,
O13,Sample X349,0.050,
O14,Sample X350,0.049,
O15,Sample X351,0.051,
O16,Sample X352,0.051,
O17,Sample X353,0.051,
O18,Sample X354,0.050,
O19,Sample X355,0.049,
O20,Sample X356,0.052,
O21,Sample X357,0.053,
O22,Sample X358,0.046,
O23,Sample X359,0.047,
O24,Sample X360,0.052,
P01,Sample X361,0.051,
P02,Sample X362,0.052,
P03,Sample X363,0.049,
P04,Sample X364,0.052,
P05,Sample X365,0.052,
P06,Sample X366,0.051,
P07,Sample X367,0.054,
P08,Sample X368,0.051,
P09,Sample X369,0.092,
P10,Sample X370,0.055,
P11,Sample X371,0.052,
P12,Sample X372,0.057,
P13,Sample X373,0.055,
P14,Sample X374,0.053,
P15,Sample X375,0.052,
P16,Sample X376,0.052,
P17,Sample X377,0.051,
P18,Sample X378,0.055,
P19,Sample X379,0.052,
P20,Sample X380,0.050,
P21,Sample X381,0.070,
P22,Sample X382,0.052,
P23,Sample X383,0.053,
P24,Sample X384,0.048,
