Well,Content,Raw Data (600),
G12,Sample X156,0.203,
G13,Sample X157,0.169,
G14,Sample X158,0.189,
G15,Sample X159,0.110,
G16,Sample X160,0.207,
G17,Sample X161,0.199,
G18,Sample X162,0.210,
G19,Sample X163,0.216,
G20,Sample X164,0.216,
G21,Sample X165,0.205,
G22,Sample X166,0.196,
G23,Sample X167,1.710,
G24,Sample X168,1.742,
H01,Sample X169,1.945,
H02,Sample X170,1.770,
H03,Sample X171,0.223,
H04,Sample X172,0.225,
H05,Sample X173,0.224,
H06,Sample X174,0.222,
H07,Sample X175,0.227,
H08,Sample X176,0.232,
H09,Sample X177,0.231,
H10,Sample X178,0.232,
H11,Sample X179,0.201,
H12,Sample X180,0.223,
H13,Sample X181,0.196,
H14,Sample X182,0.234,
H15,Sample X183,0.393,
H16,Sample X184,0.255,
H17,Sample X185,0.213,
H18,Sample X186,0.205,
H19,Sample X187,0.193,
H20,Sample X188,0.190,
H21,Sample X189,0.211,
H22,Sample X190,0.207,
H23,Sample X191,1.717,
H24,Sample X192,1.760,
I01,Sample X193,1.750,
I02,Sample X194,1.760,
I03,Sample X195,0.231,
I04,Sample X196,0.208,
I05,Sample X197,0.214,
I06,Sample X198,0.195,
I07,Sample X199,0.183,
I08,Sample X200,0.200,
I09,Sample X201,0.177,
I10,Sample X202,0.201,
I11,Sample X203,0.189,
I12,Sample X204,0.203,
I13,Sample X205,0.204,
I14,Sample X206,0.198,
I15,Sample X207,0.195,
I16,Sample X208,0.213,
I17,Sample X209,0.216,
I18,Sample X210,0.204,
I19,Sample X211,0.189,
I20,Sample X212,0.200,
I21,Sample X213,0.209,
I22,Sample X214,0.191,
I23,Sample X215,0.979,
I24,Sample X216,1.701,
J01,Sample X217,1.757,
J02,Sample X218,1.734,
J03,Sample X219,0.196,
J04,Sample X220,0.204,
J05,Sample X221,0.221,
J06,Sample X222,0.225,
J07,Sample X223,0.208,
J08,Sample X224,0.210,
J09,Sample X225,0.228,
J10,Sample X226,0.228,
J11,Sample X227,0.205,
J12,Sample X228,0.228,
J13,Sample X229,0.200,
J14,Sample X230,0.209,
J15,Sample X231,0.233,
J16,Sample X232,0.226,
J17,Sample X233,0.208,
J18,Sample X234,0.215,
J19,Sample X235,0.214,
J20,Sample X236,0.218,
J21,Sample X237,0.210,
J22,Sample X238,0.212,
J23,Sample X239,1.827,
J24,Sample X240,1.720,
K01,Sample X241,1.880,
K02,Sample X242,1.499,
K03,Sample X243,0.190,
K04,Sample X244,0.186,
K05,Sample X245,0.208,
K06,Sample X246,0.210,
K07,Sample X247,0.195,
K08,Sample X248,0.201,
K09,Sample X249,0.195,
K10,Sample X250,0.216,
K11,Sample X251,0.197,
K12,Sample X252,0.186,
K13,Sample X253,0.197,
K14,Sample X254,0.197,
K15,Sample X255,0.194,
K16,Sample X256,0.208,
K17,Sample X257,0.204,
K18,Sample X258,0.226,
K19,Sample X259,0.192,
K20,Sample X260,0.207,
K21,Sample X261,0.209,
K22,Sample X262,0.221,
K23,Sample X263,1.750,
K24,Sample X264,1.657,
L01,Sample X265,1.791,
L02,Sample X266,1.622,
L03,Sample X267,0.215,
L04,Sample X268,0.205,
L05,Sample X269,0.208,
L06,Sample X270,0.196,
L07,Sample X271,0.208,
L08,Sample X272,0.214,
L09,Sample X273,0.227,
L10,Sample X274,0.203,
L11,Sample X275,0.212,
L12,Sample X276,0.203,
L13,Sample X277,0.209,
L14,Sample X278,0.223,
L15,Sample X279,0.254,
L16,Sample X280,0.205,
L17,Sample X281,0.201,
L18,Sample X282,0.220,
L19,Sample X283,0.214,
L20,Sample X284,0.204,
L21,Sample X285,0.222,
L22,Sample X286,0.198,
L23,Sample X287,0.635,
L24,Sample X288,1.682,
M01,Sample X289,1.525,
M02,Sample X290,1.962,
M03,Sample X291,0.206,
M04,Sample X292,0.203,
M05,Sample X293,0.188,
M06,Sample X294,0.215,
M07,Sample X295,0.228,
M08,Sample X296,0.217,
M09,Sample X297,0.211,
M10,Sample X298,0.203,
M11,Sample X299,0.201,
M12,Sample X300,0.202,
M13,Sample X301,0.168,
M14,Sample X302,0.262,
M15,Sample X303,0.202,
M16,Sample X304,0.186,
M17,Sample X305,0.204,
M18,Sample X306,0.182,
M19,Sample X307,0.207,
M20,Sample X308,0.197,
M21,Sample X309,0.241,
M22,Sample X310,0.189,
M23,Sample X311,0.691,
M24,Sample X312,1.304,
N01,Sample X313,1.762,
N02,Sample X314,1.771,
N03,Sample X315,0.251,
N04,Sample X316,0.213,
N05,Sample X317,0.202,
N06,Sample X318,0.197,
N07,Sample X319,0.214,
N08,Sample X320,0.223,
N09,Sample X321,0.236,
N10,Sample X322,0.196,
N11,Sample X323,0.216,
N12,Sample X324,0.208,
N13,Sample X325,0.192,
N14,Sample X326,0.201,
N15,Sample X327,0.197,
N16,Sample X328,0.205,
N17,Sample X329,0.211,
N18,Sample X330,0.212,
N19,Sample X331,0.218,
N20,Sample X332,0.175,
N21,Sample X333,0.202,
N22,Sample X334,0.207,
N23,Sample X335,1.671,
N24,Sample X336,1.716,
O01,Sample X337,1.780,
O02,Sample X338,1.562,
O03,Sample X339,0.247,
O04,Sample X340,0.201,
O05,Sample X341,0.232,
O06,Sample X342,0.213,
O07,Sample X343,0.199,
O08,Sample X344,0.214,
O09,Sample X345,0.233,
O10,Sample X346,0.212,
O11,Sample X347,0.216,
O12,Sample X348,0.202,
O13,Sample X349,0.196,
O14,Sample X350,0.210,
O15,Sample X351,0.277,
O16,Sample X352,0.226,
O17,Sample X353,0.212,
O18,Sample X354,0.224,
O19,Sample X355,0.229,
O20,Sample X356,0.223,
O21,Sample X357,0.217,
O22,Sample X358,0.206,
O23,Sample X359,1.702,
O24,Sample X360,1.699,
P01,Sample X361,1.789,
P02,Sample X362,1.696,
P03,Sample X363,0.235,
P04,Sample X364,0.262,
P05,Sample X365,0.236,
P06,Sample X366,0.227,
P07,Sample X367,0.268,
P08,Sample X368,0.262,
P09,Sample X369,0.268,
P10,Sample X370,0.266,
P11,Sample X371,0.261,
P12,Sample X372,0.252,
P13,Sample X373,0.243,
P14,Sample X374,0.259,
P15,Sample X375,0.227,
P16,Sample X376,0.252,
P17,Sample X377,0.240,
P18,Sample X378,0.259,
P19,Sample X379,0.282,
P20,Sample X380,0.223,
P21,Sample X381,0.234,
P22,Sample X382,0.240,
P23,Sample X383,1.730,
P24,Sample X384,1.739,
